RouteRegion,OriginIATA_frq,DestinationIATA_frq,Orig_Country_frq,Dest_Country_frq,RouteIATA_frq,RouteCountry_frq,RouteRegion_frq,Orig_Region_Africa,Orig_Region_Americas,Orig_Region_Asia,Orig_Region_Europe,Orig_Region_Middle East,Dest_Region_Africa,Dest_Region_Americas,Dest_Region_Asia,Dest_Region_Europe,Dest_Region_Middle East
Americas-Americas,-11.2609,-4.821,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-11.2609,-2.9336,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-11.7947,-3.1361,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.9118,-5.5062,-1.7117,-1.7274,-9.8876,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.9118,-3.1361,-1.7117,-1.7117,-6.4723,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-4.9807,-1.7117,-3.7234,-7.8793,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-4.6925,-1.7117,-1.7274,-8.6163,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-5.265,-1.7117,-1.7274,-8.0772,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-5.6992,-1.7117,-3.7234,-8.4452,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-6.3729,-1.7117,-3.7234,-8.2869,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-4.0486,-1.7117,-1.7117,-7.8678,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-7.713,-1.7117,-1.7117,-9.1813,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-7.1623,-1.7117,-1.7117,-8.4452,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-3.393,-1.7117,-1.7117,-8.5847,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-4.3752,-1.7117,-1.7117,-8.4203,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-3.1361,-1.7117,-1.7117,-6.5345,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.8547,-2.9336,-1.7117,-1.7117,-6.2788,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.1623,-4.0486,-1.7117,-1.7117,-8.1242,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.1623,-5.8547,-1.7117,-1.7117,-8.4452,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.1623,-3.393,-1.7117,-1.7117,-8.21,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.1623,-3.1361,-1.7117,-1.7117,-9.4453,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.1623,-2.9336,-1.7117,-1.7117,-7.269,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-4.9807,-1.7117,-3.7234,-7.6273,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-6.2375,-1.7117,-1.7274,-8.684,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-3.6135,-1.7117,-1.7274,-10.5655,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-5.9688,-1.7117,-5.7541,-8.0622,-5.8284,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-5.5062,-1.7117,-1.7274,-7.5952,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-5.9367,-1.7117,-5.0263,-9.1813,-6.0489,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-6.8486,-1.7117,-1.7274,-8.4452,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-6.9246,-1.7117,-1.7274,-8.0622,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-4.0486,-1.7117,-1.7117,-6.6129,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-4.821,-1.7117,-1.7117,-7.5796,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-6.0088,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-3.393,-1.7117,-1.7117,-6.6808,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-4.3752,-1.7117,-1.7117,-6.6691,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-3.1361,-1.7117,-1.7117,-5.9319,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-5.6147,-1.7117,-1.7117,-7.3494,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.3304,-2.9336,-1.7117,-1.7117,-7.5421,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.7612,-3.589,-1.7117,-1.7274,-10.5655,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.7612,-5.3304,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.7612,-3.1361,-1.7117,-1.7117,-8.192,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.7612,-2.9336,-1.7117,-1.7117,-10.1411,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.7849,-3.1361,-1.7117,-1.7117,-7.2741,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.7849,-2.9336,-1.7117,-1.7117,-10.1411,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.3411,-4.9807,-1.7117,-3.7234,-8.9383,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.3411,-5.5062,-1.7117,-1.7274,-8.5256,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.3411,-2.9336,-1.7117,-1.7117,-8.2869,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.2235,-5.6992,-1.7117,-3.7234,-8.3963,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.2235,-4.0486,-1.7117,-1.7117,-7.7331,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-7.2235,-3.1361,-1.7117,-1.7117,-7.2741,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-4.9807,-1.7117,-3.7234,-7.813,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-4.6925,-1.7117,-1.7274,-7.7052,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-5.5062,-1.7117,-1.7274,-8.1745,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-5.265,-1.7117,-1.7274,-7.4789,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-5.6992,-1.7117,-3.7234,-8.0331,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-4.0486,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-5.8547,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-5.3304,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-3.393,-1.7117,-1.7117,-7.3001,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-3.1361,-1.7117,-1.7117,-7.0123,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.0088,-2.9336,-1.7117,-1.7117,-6.418,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-10.9453,-4.1715,-1.7117,-1.7274,-10.5655,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-10.9453,-4.3752,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-10.9453,-2.9336,-1.7117,-1.7117,-9.7055,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0899,-4.0486,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0899,-3.1361,-1.7117,-1.7117,-8.8889,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-3.589,-1.7117,-1.7274,-10.5655,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-3.6135,-1.7117,-1.7274,-9.7055,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-4.1715,-1.7117,-1.7274,-9.8876,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-4.2238,-1.7117,-1.7274,-10.1411,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-5.6147,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0254,-2.9336,-1.7117,-1.7117,-8.7589,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-8.6588,-2.9336,-1.7117,-1.7117,-8.21,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-11.7947,-2.9336,-1.7117,-1.7117,-10.1411,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-4.9807,-1.7117,-3.7234,-7.9521,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-6.2375,-1.7117,-1.7274,-7.239,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-3.6135,-1.7117,-1.7274,-10.1411,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-5.9688,-1.7117,-5.7541,-9.112,-5.8284,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-5.5062,-1.7117,-1.7274,-8.2869,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-7.8353,-1.7117,-7.6685,-10.1411,-7.6391,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-5.9367,-1.7117,-5.0263,-8.8889,-6.0489,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-7.9087,-1.7117,-7.7386,-8.8889,-7.6763,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-4.0486,-1.7117,-1.7117,-7.0306,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-3.393,-1.7117,-1.7117,-6.22,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-4.3752,-1.7117,-1.7117,-6.8433,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-3.1361,-1.7117,-1.7117,-5.9862,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.2516,-2.9336,-1.7117,-1.7117,-6.9943,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.9807,-1.7117,-3.7234,-6.5405,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.0719,-1.7117,-1.7274,-5.8581,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-7.5942,-1.7117,-3.7234,-8.6163,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.9857,-1.7117,-1.7274,-6.7423,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.6925,-1.7117,-1.7274,-5.7751,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-3.7441,-1.7117,-1.7274,-5.3857,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-7.2959,-1.7117,-1.7274,-6.7552,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.5062,-1.7117,-1.7274,-8.0772,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.4609,-1.7117,-3.7234,-7.3271,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-7.6105,-1.7117,-3.7234,-8.1573,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.6973,-1.7117,-1.7274,-5.8564,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.265,-1.7117,-1.7274,-6.6304,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.5507,-1.7117,-1.7274,-6.1082,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.6992,-1.7117,-3.7234,-6.6394,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.9235,-1.7117,-1.7274,-7.7236,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.7504,-1.7117,-1.7274,-6.4147,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.3729,-1.7117,-3.7234,-6.8147,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.7154,-1.7117,-1.7274,-6.3255,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.0486,-1.7117,-1.7117,-5.4908,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.8836,-1.7117,-1.7117,-7.6609,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.821,-1.7117,-1.7117,-7.6191,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.8547,-1.7117,-1.7117,-8.3963,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-7.1623,-1.7117,-1.7117,-8.471,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.3304,-1.7117,-1.7117,-6.6086,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.0088,-1.7117,-1.7117,-7.1779,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.2516,-1.7117,-1.7117,-6.3833,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-4.3752,-1.7117,-1.7117,-5.839,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-5.9593,-1.7117,-1.7117,-7.1513,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-9.0899,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-6.433,-1.7117,-1.7117,-8.0622,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-8.7,-1.7117,-1.7117,-8.2869,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-3.1361,-1.7117,-1.7117,-5.0411,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-3.393,-2.9336,-1.7117,-1.7117,-4.6158,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-4.9807,-1.7117,-3.7234,-7.4207,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-6.2375,-1.7117,-1.7274,-9.1813,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-4.6925,-1.7117,-1.7274,-7.0344,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.9688,-1.7117,-5.7541,-8.2869,-5.8284,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.5062,-1.7117,-1.7274,-7.5204,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.265,-1.7117,-1.7274,-7.2293,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.5507,-1.7117,-1.7274,-7.7331,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.6992,-1.7117,-3.7234,-7.7144,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-4.0486,-1.7117,-1.7117,-6.1291,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.8836,-1.7117,-1.7117,-7.3162,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-4.821,-1.7117,-1.7117,-8.373,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.8547,-1.7117,-1.7117,-8.471,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.3304,-1.7117,-1.7117,-6.8915,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-5.2516,-1.7117,-1.7117,-6.9495,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-3.393,-1.7117,-1.7117,-5.8276,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-6.433,-1.7117,-1.7117,-7.2844,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-6.1704,-1.7117,-1.7117,-7.782,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-3.1361,-1.7117,-1.7117,-5.3081,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-4.3752,-2.9336,-1.7117,-1.7117,-5.2629,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-4.9807,-1.7117,-3.7234,-7.8025,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-4.6925,-1.7117,-1.7274,-7.6961,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-5.265,-1.7117,-1.7274,-7.5276,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-5.6992,-1.7117,-3.7234,-8.192,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-4.0486,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-3.393,-1.7117,-1.7117,-7.2341,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-3.1361,-1.7117,-1.7117,-6.8036,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-5.9593,-2.9336,-1.7117,-1.7117,-6.4491,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0899,-5.6992,-1.7117,-3.7234,-8.2669,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-9.0899,-3.393,-1.7117,-1.7117,-10.5655,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.433,-5.5062,-1.7117,-1.7274,-8.7204,-3.1983,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.433,-3.393,-1.7117,-1.7117,-8.0051,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.433,-4.3752,-1.7117,-1.7117,-7.2639,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.433,-3.1361,-1.7117,-1.7117,-6.2293,-2.0892,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Americas-Americas,-6.1704,-5.6992,-1.7117,-3.7234,-8.5545,-4.4153,-1.1206,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
